UF;MUNICIPIO;PROJETO;INSTRUMENTO;SIGLA_ACAO;ACAO;EMENDA_PARLAMENTAR;AUTOR_PARLAMENTAR;NU_ANO_VIGENCIA;DATA_ASSINATURA_CONVENIO;DATA_INICIO_CONVENIO;DATA_TERMINO_CONVENIO;VIGENTE;SITUACAO_OBRA;PARC_PAGAS;PARC_A_PAGAR;DT_ULTIMO_PAGAMENTO;VL_TOTAL_EMPENHADO;VL_SALDO_EMPENHO;VALOR_TOTAL_PROJETO;VL_PG_PARCELA_0;VL_PG_PARCELA_1;VL_PG_PARCELA_2;VL_PG_PARCELA_3;VL_PG_PARCELA_4
MA;SÃO BERNARDO;MA0912203165;CV 0794/20;SAS;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS E COMUNIDADES TRADICIONAIS;SIM;RELATOR GERAL;2020;31/12/2020;31/12/2020;31/12/2022;SIM;Não iniciada - Licitação não concluída;0;1;;1000000;1000000;1000000;0;0;0;0;0
MA;SÃO BERNARDO;MA0304180598;CV 0583/18;IMSPRS;IMPLANTAÇÃO E MELHORIA DE SISTEMAS PÚBLICOS DE MANEJO DE RESÍDUOS SÓLIDOS;SIM;RELATOR GERAL;2018;31/12/2018;31/12/2018;31/12/2021;NÃO;Não iniciada - Licitação não concluída;0;1;;500000;500000;500000;0;0;0;0;0
MA;SÃO DOMINGOS DO MARANHÃO;MA2607172947;CV 4777/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;12/07/2022;SIM;Em execução;2;1;26/08/2021;494999.97;394999.97;494999.97;0;100000;244999.97;0;0
MA;SÃO FÉLIX DE BALSAS;MA2706180938;CV 0917/18;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;JUNIOR MARRECA;2018;27/12/2018;27/12/2018;31/12/2021;NÃO;Em execução;2;1;08/06/2021;600000;181976.71;597176.14;0;120000;298023.29;0;0
MA;SÃO FÉLIX DE BALSAS;MA3011179733;CV 2615/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;28/08/2017;28/08/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;500000;0;0;0;0;0
MA;SÃO FÉLIX DE BALSAS;MA3011179731;CV 2613/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;30/08/2017;30/08/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;500000;0;0;0;0;0
MA;SÃO FRANCISCO DO BREJÃO;MA1010165064;CV 0309/16;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2016;30/12/2016;30/12/2016;11/03/2022;NÃO;Não iniciada - Licitação não concluída;0;2;;500000;500000;500000;0;0;0;0;0
MA;SÃO FRANCISCO DO MARANHÃO;MA0504137405;TC/PAC 0051/14;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2014;07/05/2014;02/01/2017;31/12/2021;NÃO;Em execução;4;0;31/12/2020;4994411.17;0;4668810.07;0;998882.23;1000000;1498323.34;673281.16
MA;SÃO FRANCISCO DO MARANHÃO;MA1712182346;CV 2307/18;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2018;27/12/2018;27/12/2018;31/12/2021;NÃO;Em execução;2;3;08/12/2020;1994297.35;1595811.75;1991903.99;99700;298785.6;0;0;0
MA;SÃO JOÃO BATISTA;MA1006092180;TC/PAC 0285/09;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2009;31/12/2009;31/12/2009;28/03/2013;NÃO;EM EXECUÇÃO;4;2;09/11/2012;783294.14;0;824520.16;0;0;313317.66;469976.48;0
MA;SÃO JOÃO BATISTA;MA3107173893;CV 1816/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;11/07/2021;NÃO;Em execução;2;1;22/12/2020;317031.07;0;452901.53;0;91000;226031.07;0;0
MA;SÃO JOÃO DO CARÚ;MA1812203566;CV 1181/20;MSD;MELHORIAS SANITÁRIAS DOMICILIARES EM ÁREAS RURAIS E COMUNIDADES TRADICIONAIS;NÃO;;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Não iniciada - Licitação concluída;0;3;;1500000;1500000;1423283.52;0;0;0;0;0
MA;SÃO JOÃO DO CARÚ;MA2701042510;CV 1116/03;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2003;22/12/2003;22/12/2003;25/12/2010;NÃO;EM EXECUÇÃO;0;1;;80000;0;81576;0;0;0;0;0
MA;SÃO JOÃO DO PARAÍSO;MA1005180779;CV 0763/18;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS;SIM;RELATOR GERAL;2018;01/06/2018;01/06/2018;;NÃO;Não iniciada - Licitação não concluída;0;3;;;;760000;0;0;0;0;0
MA;SÃO JOÃO DO PARAÍSO;MA3011178032;CV 3088/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;29/12/2017;29/12/2017;06/07/2022;SIM;Não iniciada - Licitação concluída;1;0;18/11/2021;150000;1155.6;148844.4;0;148844.4;0;0;0
MA;SÃO JOÃO DO PARAÍSO;MA2912171234;CV 6587/17;SANB;7656 - SANEAMENTO RURAL;NÃO;;2017;28/12/2017;28/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;3;;;;760000;0;0;0;0;0
MA;SÃO JOÃO DO PARAÍSO;MA2909150299;CV 0020/15;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS;SIM;RELATOR GERAL;2015;31/12/2015;31/12/2015;31/12/2021;NÃO;Não iniciada - Licitação concluída;1;1;17/09/2021;250000;125398.86;249700.68;0;124601.14;0;0;0
MA;SÃO JOÃO DO PARAÍSO;MA1308174682;CV 1456/17;SAS;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS E COMUNIDADES TRADICIONAIS;NÃO;;2017;29/12/2017;29/12/2017;;NÃO;INDETERMINADO;;;;142961.49;142961.49;724807.43;;;;;
MA;SÃO JOÃO DO SOTER;MA0805091141;TC/PAC 0114/09;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2009;31/12/2009;31/12/2009;26/12/2011;NÃO;EM EXECUÇÃO;5;1;13/07/2011;1200000;0;1263157.9;0;0;480000;720000;0
MA;SÃO JOÃO DO SOTER;MA3003123812;CV 0075/12;PMSB;PLANO MUNICIPAL DE SANEAMENTO BÁSICO ;NÃO;;2012;28/12/2012;28/12/2012;06/10/2021;NÃO;Não iniciada - Licitação não concluída;1;1;25/10/2013;239235.86;0;238053.69;0;119617.93;0;0;0
MA;SÃO JOÃO DO SOTER;MA2611124882;TC/PAC 0363/12;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS;NÃO;;2012;28/12/2012;28/12/2012;26/06/2015;NÃO;EM EXECUÇÃO;3;0;02/09/2014;840091.47;0;840091.47;0;336036.49;252027.49;252027.49;0
MA;SÃO JOÃO DO SOTER;MA0805091536;TC/PAC 0237/09;Água na Escola;INSTALAÇÕES HIDROSSANITÁRIAS EM ESCOLAS PÚBLICAS RURAIS;NÃO;;2009;31/12/2009;31/12/2009;26/12/2014;NÃO;EM EXECUÇÃO;2;1;04/07/2014;225000;0;236842.1;0;0;225000;0;0
MA;SÃO JOÃO DOS PATOS;MA0405162488;CV 0093/16;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS;SIM;PEDRO FERNANDES;2016;30/12/2016;30/12/2016;26/12/2022;SIM;Em execução;1;1;17/03/2022;250000;119762.68;251000;0;125000;0;0;0
MA;SÃO JOÃO DOS PATOS;MA1602065579;CV 2688/05;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2005;30/12/2005;30/12/2005;31/08/2013;NÃO;Não iniciada - Licitação não concluída;0;2;;200000;0;206185.56;0;0;0;0;0
MA;SÃO JOÃO DOS PATOS;MA0512055592;CV 2491/05;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2005;16/12/2005;16/12/2005;04/09/2013;NÃO;Não iniciada - Licitação não concluída;0;1;;1800000;0;1855670.1;0;0;0;0;0
MA;SÃO LUÍS;MA0405162532;CV 0098/16;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS;SIM;ZE CARLOS;2016;30/12/2016;30/12/2016;11/10/2021;NÃO;Não iniciada - Licitação concluída;1;3;23/06/2021;4316722;3488664.88;4181684.28;0;828057.12;0;0;0
MA;SÃO LUÍS;MA2610176728;CV 0376/17;Qualidade;APOIO AO CONTROLE DA QUALIDADE DA ÁGUA PARA CONSUMO HUMANO.;NÃO;;2017;01/10/2017;01/10/2017;;NÃO;Não iniciada - Licitação não concluída;0;2;;;;2600000;0;0;0;0;0
MA;SÃO LUÍS;MA2411096289;CV 0371/09;Elab Proj-Água/esgot;ELABORAÇÃO DE PROJETOS - ÁGUA E ESGOTO;NÃO;;2009;31/12/2009;31/12/2009;02/09/2019;NÃO;Em execução;5;0;22/02/2018;3564000;0;3960000;0;1069200;712800;712800;1069200
MA;SÃO LUÍS;MA1310052449;CV 2293/05;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2005;16/12/2005;16/12/2005;15/03/2013;NÃO;Não iniciada - Licitação não concluída;0;1;;959387;0;1187241.94;0;0;0;0;0
MA;SÃO LUÍS;MA1111113486;CV 0431/11;Catadores;RESÍDUOS SÓLIDOS / APOIO AOS CATADORES;NÃO;;2011;30/12/2011;30/12/2011;30/12/2013;NÃO;Não iniciada - Licitação não concluída;1;0;28/06/2012;122765.67;0;122888.56;0;122765.67;0;0;0
MA;SÃO LUÍS;MA0411052083;CV 2295/05;Resíduos;RESÍDUOS SÓLIDOS;NÃO;;2005;16/12/2005;16/12/2005;11/03/2013;NÃO;Não iniciada - Licitação não concluída;0;2;;820621;0;1041049.09;0;0;0;0;0
MA;SÃO LUÍS GONZAGA DO MARANHÃO;MA1108174619;CV 1803/17;SAS;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS E COMUNIDADES TRADICIONAIS;NÃO;;2017;29/12/2017;29/12/2017;11/01/2022;NÃO;Em execução;5;1;13/10/2021;923735.15;553613.84;923735.15;0;185374.28;184119.78;369494.06;0
MA;SÃO LUÍS GONZAGA DO MARANHÃO;MA3011179240;CV 3421/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;30/10/2017;30/10/2017;;NÃO;Não iniciada - Licitação não concluída;0;2;;;;149181.42;0;0;0;0;0
MA;SÃO LUÍS GONZAGA DO MARANHÃO;MA2910113085;CV 0007/11;PMSB;PLANO MUNICIPAL DE SANEAMENTO BÁSICO ;NÃO;;2011;30/12/2011;30/12/2011;24/12/2017;NÃO;Em execução;2;0;06/08/2015;234008.69;0;238784.38;0;117004.34;117004.35;0;0
MA;SÃO MATEUS DO MARANHÃO;MA0504138913;TC/PAC 0065/14;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2014;07/05/2014;07/05/2014;03/11/2017;NÃO;Em execução;2;0;28/12/2016;1343847.17;0;1343847.17;0;671923.58;671923.59;0;0
MA;SÃO MATEUS DO MARANHÃO;MA2911073077;CV 1116/07;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2007;31/12/2007;31/12/2007;25/08/2011;NÃO;EM EXECUÇÃO;3;1;11/02/2011;320000;0;336967.74;0;256000;0;0;0
MA;SÃO PEDRO DA ÁGUA BRANCA;MA2711096290;CV 0289/09;PMSB;PLANOS MUNICIPAIS DE SANEAMENTO BÁSICO;NÃO;;2009;31/12/2009;31/12/2009;30/12/2015;NÃO;Não iniciada - Licitação não concluída;1;0;04/07/2012;60000;0;130000;0;60000;0;0;0
MA;SÃO PEDRO DA ÁGUA BRANCA;MA3011171012;CV 3546/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;02/10/2017;02/10/2017;;NÃO;Não iniciada - Licitação não concluída;0;2;;;;150000;0;0;0;0;0
MA;SÃO RAIMUNDO DAS MANGABEIRAS;MA1709108737;CV 0100/10;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2010;31/12/2010;31/12/2010;22/06/2016;NÃO;EM EXECUÇÃO;3;0;02/06/2014;1000000;0;1040000;0;400000;0;600000;0
MA;SÃO RAIMUNDO DAS MANGABEIRAS;MA3011053302;CV 2347/05;MSD;MELHORIAS SANITÁRIAS DOMICILIARES;NÃO;;2005;16/12/2005;16/12/2005;11/02/2009;NÃO;EM EXECUÇÃO;0;1;;100000;0;105865.62;0;0;0;0;0
MA;SÃO RAIMUNDO DAS MANGABEIRAS;MA3011051413;CV 2348/05;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2005;16/12/2005;16/12/2005;11/02/2009;NÃO;EM EXECUÇÃO;0;1;;52000;0;60784.28;0;0;0;0;0
MA;SÃO RAIMUNDO DO DOCA BEZERRA;MA1812203567;CV 1182/20;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Não iniciada - Licitação concluída;1;1;30/12/2021;1000000;498185.95;996371.9;0;498185.95;0;0;0
MA;SÃO RAIMUNDO DO DOCA BEZERRA;MA3011177872;CV 2475/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;27/10/2017;27/10/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;155000;0;0;0;0;0
MA;SÃO RAIMUNDO DO DOCA BEZERRA;MA1906170515;CV 0193/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;SIM;ALBERTO FILHO;2017;29/12/2017;29/12/2017;11/07/2023;SIM;Em execução;2;1;24/08/2021;347681.94;247681.94;500317.53;0;100000;247681.94;0;0
MA;SÃO VICENTE FERRER;MA0505090448;TC/PAC 0120/09;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2009;31/12/2009;31/12/2009;07/06/2014;NÃO;EM EXECUÇÃO;5;2;04/11/2013;550000;0;578947.41;0;0;110000;440000;0
MA;SÃO VICENTE FERRER;MA3011179916;CV 2780/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;06/11/2017;06/11/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;151000;0;0;0;0;0
MA;SÃO VICENTE FERRER;MA1212033710;CV 0392/03;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2003;22/12/2003;22/12/2003;04/03/2007;NÃO;EM EXECUÇÃO;0;1;;121347;0;123849.75;0;0;0;0;0
MA;SATUBINHA;MA0504137539;TC/PAC 0054/14;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2014;07/05/2014;07/05/2014;07/05/2018;NÃO;Em execução;5;0;24/10/2017;1944415.2;0;1944415.2;0;388883.04;583324.56;583324.56;388883.04
MA;SATUBINHA;MA2710166170;CV 0174/16;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;SIM;ANDRE FUFUCA;2016;30/12/2016;30/12/2016;30/12/2020;NÃO;Em execução;2;0;10/03/2020;384286;0;378851.58;0;192143;185725.28;0;0
MA;SATUBINHA;MA2110166097;CV 0315/16;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2016;30/12/2016;30/12/2016;30/12/2020;NÃO;Em execução;2;0;28/12/2018;500000;0;501000;0;250000;250000;0;0
MA;SATUBINHA;MA1807069335;CV 0790/06;MSD;MELHORIAS SANITÁRIAS DOMICILIARES;NÃO;;2006;25/06/2006;25/06/2006;25/04/2010;NÃO;PARALISADA;0;1;;175000;0;180250;0;0;0;0;0
MA;SENADOR ALEXANDRE COSTA;MA0108174080;CV 0553/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;31/05/2022;SIM;Em execução;1;2;14/11/2019;348880;249180;498400;0;99700;0;0;0
MA;SENADOR ALEXANDRE COSTA;MA3011177579;CV 2745/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;12/09/2017;12/09/2017;;NÃO;Não iniciada - Licitação não concluída;0;2;;;;150000;0;0;0;0;0
MA;SENADOR ALEXANDRE COSTA;MA2712130731;CV 0845/13;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2013;31/12/2013;31/12/2013;30/06/2019;NÃO;Em execução;1;1;28/09/2017;480000;0;490000;0;240000;0;0;0
MA;SENADOR LA ROCQUE;MA1307172437;CV 0728/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;11/07/2022;SIM;Em execução;0;3;;350000;349124.31;509362.5;0;0;0;0;0
MA;SENADOR LA ROCQUE;MA3011179255;CV 3718/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;18/11/2017;18/11/2017;;NÃO;Não iniciada - Licitação não concluída;0;2;;;;149998.42;0;0;0;0;0
MA;SERRANO DO MARANHÃO;MA0512051179;CV 2511/05;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;BANCADA DO MARANHAO;2005;16/12/2005;16/12/2005;30/09/2009;NÃO;Não iniciada - Licitação não concluída;0;1;;100000;0;104253.05;0;0;0;0;0
MA;SERRANO DO MARANHÃO;MA3011179875;CV 3283/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;06/11/2017;06/11/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;151000;0;0;0;0;0
MA;SERRANO DO MARANHÃO;MA2306066333;CV 0434/06;Drenagem;DRENAGEM EM ÁREAS ENDÊMICAS;NÃO;;2006;20/06/2006;20/06/2006;21/12/2011;NÃO;Não iniciada - Licitação não concluída;0;1;;657868.45;0;677606.75;0;0;0;0;0
MA;SÍTIO NOVO;MA1912182418;CV 2379/18;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;RELATOR GERAL;2018;31/12/2018;31/12/2018;31/12/2021;NÃO;Não iniciada - Licitação não concluída;0;3;;50000;50000;250000;0;0;0;0;0
MA;SÍTIO NOVO;MA3011179514;CV 2419/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;29/12/2017;29/12/2017;11/07/2021;NÃO;Não iniciada - Licitação concluída;1;0;16/04/2021;149999.57;0;135215.6;0;135215.6;0;0;0
MA;SÍTIO NOVO;MA3011179305;CV 3825/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;02/10/2017;02/10/2017;;NÃO;Não iniciada - Licitação não concluída;0;2;;;;150000;0;0;0;0;0
MA;SUCUPIRA DO NORTE;MA1106041830;CV 0582/04;MSD;MELHORIAS SANITÁRIAS DOMICILIARES;NÃO;;2004;28/06/2004;28/06/2004;04/12/2013;NÃO;EM EXECUÇÃO;0;1;;136000;0;145826.89;0;0;0;0;0
MA;SUCUPIRA DO NORTE;MA2807173351;CV 1080/17;SAS;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS E COMUNIDADES TRADICIONAIS;NÃO;;2017;29/12/2017;29/12/2017;11/07/2022;SIM;Em execução;1;3;29/11/2019;398066.04;198068.11;1005115.75;0;199997.93;0;0;0
MA;SUCUPIRA DO NORTE;MA2807173337;CV 0540/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;08/07/2022;SIM;Em execução;2;1;17/06/2021;487159.8;146147.94;496903;0;100000;241011.86;0;0
MA;SUCUPIRA DO NORTE;MA2001065353;CV 2966/05;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2005;31/12/2005;31/12/2005;29/06/2013;NÃO;Não iniciada - Licitação não concluída;0;1;;78560;0;80156.61;0;0;0;0;0
MA;SUCUPIRA DO NORTE;MA1412166291;CV 0486/16;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS;SIM;PEDRO FERNANDES;2016;30/12/2016;30/12/2016;06/10/2021;NÃO;Não iniciada - Licitação não concluída;0;2;;250000;250000;254453.28;0;0;0;0;0
MA;SUCUPIRA DO NORTE;MA1411022360;CV 1078/02;MSD;MELHORIAS SANITÁRIAS DOMICILIARES;NÃO;;2002;15/12/2002;15/12/2002;17/06/2007;NÃO;EM EXECUÇÃO;0;1;;57724;0;144327.34;0;0;0;0;0
MA;SUCUPIRA DO RIACHÃO;MA1711042454;CV 0577/04;MSD;MELHORIAS SANITÁRIAS DOMICILIARES;NÃO;;2004;28/06/2004;28/06/2004;16/03/2013;NÃO;EM EXECUÇÃO;0;1;;100000;0;102061.8;0;0;0;0;0
MA;SUCUPIRA DO RIACHÃO;MA2612075655;CV 1220/07;MSD;MELHORIAS SANITÁRIAS DOMICILIARES;SIM;BANCADA DO MARANHAO;2007;31/12/2007;31/12/2007;31/12/2010;NÃO;EM EXECUÇÃO;3;1;02/06/2010;300000;0;309279;0;0;0;0;0
MA;TIMBIRAS;MA0504180640;CV 0625/18;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;RELATOR GERAL;2018;30/11/2018;30/11/2018;30/11/2021;NÃO;Não iniciada - Licitação concluída;2;3;08/07/2021;400000;2139.62;1989301.91;100000;297860.38;0;0;0
MA;TIMBIRAS;MA3110054690;CV 0344/05;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;ANTONIO JOAQUIM;2005;16/12/2005;16/12/2005;24/04/2013;NÃO;Não iniciada - Licitação concluída;0;1;;80000;0;83368.42;0;0;0;0;0
MA;TIMBIRAS;MA3107173924;CV 1806/17;SAS;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS E COMUNIDADES TRADICIONAIS;NÃO;;2017;29/12/2017;29/12/2017;11/07/2022;SIM;Em execução;1;3;18/12/2020;386427.1;193213.55;966067.76;0;193213.55;0;0;0
MA;TIMBIRAS;MA2812166542;CV 0585/16;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS;SIM;COMISSAO DE ASSUNTOS SOCIAIS - CAS;2016;30/12/2016;30/12/2016;29/06/2020;NÃO;Em execução;2;0;27/02/2020;500000;0;504775.84;0;250000;244878.27;0;0
MA;TIMBIRAS;MA1812203571;CV 1186/20;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Não iniciada - Licitação concluída;1;2;08/04/2022;1500000;1159199.34;1448999.18;0;289799.84;0;0;0
MA;TIMON;MA0208059500;CV 2296/05;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2005;16/12/2005;16/12/2005;11/03/2013;NÃO;EM EXECUÇÃO;0;1;;3000000;0;3199600;0;0;0;0;0
MA;TIMON;MA0512078622;CV 0855/07;MSD;MELHORIAS SANITÁRIAS DOMICILIARES;SIM;JOAO ALBERTO SOUZA;2007;31/12/2007;31/12/2007;19/12/2010;NÃO;EM EXECUÇÃO;3;1;19/05/2010;250000;0;263180;0;0;0;0;0
MA;TIMON;MA2509190109;CV 0109/19;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS;SIM;PEDRO FERNANDES;2019;31/12/2019;31/12/2019;31/12/2021;NÃO;Não iniciada - Licitação não concluída;1;3;20/03/2020;250000;242000;250000;8000;0;0;0;0
MA;TRIZIDELA DO VALE;MA0304180150;CV 0147/18;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;RELATOR GERAL;2018;31/05/2018;01/06/2018;01/05/2021;NÃO;Não iniciada - Licitação concluída;1;3;07/07/2020;440000;7017.79;2164911.06;0;432982.21;0;0;0
MA;TRIZIDELA DO VALE;MA3011056529;CV 0353/05;MSD;MELHORIAS SANITÁRIAS DOMICILIARES;SIM;CLOVIS FECURY;2005;16/12/2005;16/12/2005;29/06/2010;NÃO;EM EXECUÇÃO;0;1;;80000;0;81650.22;0;0;0;0;0
MA;TRIZIDELA DO VALE;MA2712195336;CV 1090/19;MSD - Rurais;MELHORIAS SANITÁRIAS DOMICILIARES EM ÁREAS RURAIS - MSD;NÃO;;2019;31/12/2019;31/12/2019;31/12/2021;NÃO;Não iniciada - Licitação concluída;1;2;30/12/2021;811336;411852.59;1997417.09;0;399483.41;0;0;0
MA;TRIZIDELA DO VALE;MA2112203582;CV 1197/20;MSD;MELHORIAS SANITÁRIAS DOMICILIARES EM ÁREAS RURAIS E COMUNIDADES TRADICIONAIS;NÃO;;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Não iniciada - Licitação não concluída;0;3;;1500000;1500000;1500000;0;0;0;0;0
MA;TRIZIDELA DO VALE;MA0504138175;TC/PAC 0059/14;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2014;07/05/2014;07/05/2014;31/05/2021;NÃO;Em execução;3;1;15/05/2020;3785314.59;757062.91;3785314.59;0;757062.92;1135594.38;1135594.38;0
MA;TUFILÂNDIA;MA1505141442;CV 0244/14;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;SIM;ZE VIEIRA;2014;18/11/2014;18/11/2014;30/06/2016;NÃO;Paralisada;2;0;25/05/2016;500000;0;510000;0;250000;250000;0;0
MA;TUNTUM;MA2412203805;CV 1414/20;MSD;MELHORIAS SANITÁRIAS DOMICILIARES EM ÁREAS RURAIS E COMUNIDADES TRADICIONAIS;NÃO;;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Não iniciada - Licitação concluída;1;2;13/12/2021;1500000;1153830.07;1442287.59;0;288457.52;0;0;0
MA;TUNTUM;MA3011178271;CV 2941/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;27/09/2017;27/09/2017;;NÃO;Não iniciada - Licitação não concluída;0;2;;;;180000;0;0;0;0;0
MA;TUNTUM;MA2712171181;CV 6535/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;SIM;COM. SERV.DE INFRA-ESTRUTURA;2017;30/12/2017;30/12/2017;11/07/2022;SIM;Em execução;3;1;03/11/2020;1000000;196086.55;992234.9;0;200000;200000;394129.81;0
MA;TURIAÇU;MA2306067703;CV 0013/06;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;SARNEY FILHO;2006;20/06/2006;20/06/2006;06/04/2013;NÃO;Paralisada;3;1;16/11/2012;180000;0;189690;0;18000;90000;0;0
MA;TURILÂNDIA;MA1906042220;CV 0572/04;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2004;24/06/2004;24/06/2004;12/04/2008;NÃO;Não iniciada - Licitação não concluída;0;1;;100000;0;102061.78;0;0;0;0;0
MA;TURILÂNDIA;MA3011179870;CV 3280/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;06/11/2017;06/11/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;181000;0;0;0;0;0
