CODIGO_IBGE_UF;UF;COD_IBGE_MUN;MUNICIPIO;ACAO;SIGLA_ACAO;CODIGO_PLANO_TRABALHO;NUMERO_INSTRUMENTO;NUMERO_PROPOSTA_SICONV;NUMERO_CONVENIO_SICONV;EMENDA_PARLAMENTAR;AUTOR_PARLAMENTAR; VALOR_EMPREENDIMENTO ; VALOR_CONTRAPARTIDA ;DATA_ASSINATURA_CONVENIO;ANO;DATA_ASSINATURA_CONVENIO;DATA_INICIO_VIGENCIA;DATA_TERMINO_VIGENCIA;VIGENTE;SITUACAO_DA_OBRA;PERCENTUAL_DA_OBRA; VALOR_PAGO ;PARCELAS_PAGAS;PARCELAS_A_PAGAR;DT_ULTIMO_PAGAMENTO; VALOR_TOTAL_EMPENHO ; VALOR_SALDO_EMPENHO ; VALOR_TOTAL_PROJETO ; VALOR_PAGO_PARCELA_0 ; VALOR_PAGO_PARCELA_1 ; VALOR_PAGO_PARCELA_2 ; VALOR_PAGO_PARCELA_3 ; VALOR_PAGO_PARCELA_4 ; VALOR_PAGO_PARCELA_5 ;DIAS_VIGÊNCIA;POPULAÇÃO;FIRJAN
27;AL;2700201;ANADIA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;AL1507110157;TC/PAC 0030/11;;;NÃO;;7.247.943,06; -   ;21/12/2011;2011;21/12/2011;21/12/2011;07/07/2022;SIM;Em execução;71;7.247.943,06;6;0;04/09/2018;7.247.943,06; -   ;7.247.943,06; -   ;2.174.382,92;1.446.588,61;1.449.588,61;2.177.382,92; -   ;3851;17526;0,478097131
23;CE;2310407;PARAMOTI;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;CE3011074854;TC/PAC 0116/08;;;NÃO;;2.575.000,00;75.000,00;31/12/2008;2008;31/12/2008;31/12/2008;26/12/2010;NÃO;CONCLUÍDA;100;2.500.000,00;6;2;28/09/2010;2.500.000,00; -   ;2.575.000,00; -   ; -   ; -   ; -   ; -   ; -   ;725;12252;nd
33;RJ;3304904;SÃO GONÇALO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RJ2410021122;CV 0649/02;;;NÃO;;1.026.175,00;171.934,40;13/12/2002;2002;13/12/2002;13/12/2002;12/02/2005;NÃO;CANCELADA;0; -   ;0;2;; -   ; -   ;1.026.175,00; -   ; -   ; -   ; -   ; -   ; -   ;792;1091737;0,653763501
41;PR;4106902;CURITIBA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PR2811075590;TC/PAC 0372/08;;;NÃO;;5.416.963,68;1.025.000,00;31/12/2008;2008;31/12/2008;31/12/2008;16/03/2020;NÃO;Em execução - Reiniciada;91;4.100.000,00;5;2;08/07/2014;4.100.000,00; -   ;5.416.963,68; -   ; -   ;410.000,00;2.460.000,00;1.230.000,00; -   ;4093;1948626;0,817562186
41;PR;4111803;JACAREZINHO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PR0904082837;TC/PAC 0659/08;;;NÃO;;3.233.779,86;533.779,86;31/12/2008;2008;31/12/2008;31/12/2008;31/12/2022;SIM;Em execução;77,89;2.700.000,00;5;1;14/06/2021;2.700.000,00; -   ;3.233.779,86; -   ; -   ;1.890.000,00;810.000,00; -   ; -   ;5113;39322;0,64895344
42;SC;4210803;MELEIRO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;SC2703083600;TC/PAC 0965/08;;;NÃO;;1.200.000,00;36.000,00;31/12/2008;2008;31/12/2008;31/12/2008;19/12/2016;NÃO;Concluída com etapa útil e sem pendência;100;1.164.000,00;5;3;21/12/2012;1.164.000,00; -   ;1.200.000,00; -   ; -   ;1.164.000,00; -   ; -   ; -   ;2910;7001;0,747777655
33;RJ;3305158;SÃO JOSÉ DO VALE DO RIO PRETO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RJ0304180271;CV 0262/18;27464/2018;864468/2018;SIM;RELATOR GERAL;4.000.000,00; -   ;28/12/2018;2018;28/12/2018;28/12/2018;31/12/2022;SIM;Não iniciada - Licitação não concluída;0;108.000,26;1;4;18/04/2019;800.000,00;691.999,74;4.000.000,00;108.000,26; -   ; -   ; -   ; -   ; -   ;1464;21916;0,595173711
33;RJ;3303104;NATIVIDADE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RJ1602066048;CV 0214/05;;;SIM;SERGIO CABRAL;216.393,71;33.487,31;19/12/2005;2005;19/12/2005;19/12/2005;11/09/2009;NÃO;CONCLUÍDA;100;185.000,00;0;1;;185.000,00; -   ;216.393,71; -   ; -   ; -   ; -   ; -   ; -   ;1362;15311;0,610203883
33;RJ;3303500;NOVA IGUAÇU;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RJ1602066051;CV 0733/05;;;SIM;BANCADA DO RIO DE JANEIRO;4.448.454,83;564.455,02;19/12/2005;2005;19/12/2005;19/12/2005;10/10/2009;NÃO;CONCLUÍDA;100;3.687.367,24;0;1;;3.927.000,00; -   ;4.448.454,83; -   ; -   ; -   ; -   ; -   ; -   ;1391;823302;0,790530483
31;MG;3143450;MONTEZUMA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG1507117691;TC/PAC 0002/12;;;NÃO;;5.767.060,86; -   ;15/02/2012;2012;15/02/2012;15/02/2012;13/08/2016;NÃO;Concluída com etapa útil e sem pendência;99,32;5.767.060,86;4;1;03/10/2014;5.767.060,86; -   ;5.767.060,86; -   ;1.730.118,26;1.153.412,17;1.153.412,17;1.730.118,26; -   ;1641;8315;0,342653859
21;MA;2107357;NOVA OLINDA DO MARANHÃO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MA2403043740;CV 0342/03;;;NÃO;;923.405,27;51.376,08;22/12/2003;2003;22/12/2003;22/12/2003;30/06/2009;NÃO;CONCLUÍDA SEM INÍCIO DE OPERAÇÃO;100;881.039,19;0;2;;881.039,19; -   ;923.405,27; -   ; -   ; -   ; -   ; -   ; -   ;2017;21080;0,283461899
31;MG;3112000;CANDEIAS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG2311071711;CV 0536/07;;;SIM;SARAIVA FELIPE;309.300,00;9.300,00;31/12/2007;2007;31/12/2007;31/12/2007;18/06/2015;NÃO;Concluída com etapa útil e sem pendência;100;300.000,00;2;0;28/10/2011;300.000,00; -   ;309.300,00; -   ;150.000,00;150.000,00; -   ; -   ; -   ;2726;14888;0,273355007
33;RJ;3302908;MIGUEL PEREIRA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RJ2111024706;CV 0590/02;;;NÃO;;150.347,09;8.437,24;12/12/2002;2002;12/12/2002;12/12/2002;20/06/2007;NÃO;CANCELADA;0; -   ;0;1;; -   ; -   ;150.347,09; -   ; -   ; -   ; -   ; -   ; -   ;1651;25581;0,483388084
31;MG;3105707;BARRA LONGA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG0304180250;CV 0241/18;29936/2018;864460/2018;SIM;RELATOR GERAL;4.000.000,00; -   ;01/06/2018;2018;01/06/2018;01/06/2018;;NÃO;Não iniciada - Licitação não concluída;0; -   ;0;4;;;;4.000.000,00; -   ; -   ; -   ; -   ; -   ; -   ;-43252;5015;0,723276364
28;SE;2802205;FEIRA NOVA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;SE1912182438;CV 2399/18;64538/2018;881463/2018;SIM;RELATOR GERAL;250.000,00; -   ;31/12/2018;2018;31/12/2018;31/12/2021;21/05/2022;NÃO;Não iniciada - Licitação não concluída;0; -   ;0;1;;50.000,00;50.000,00;250.000,00; -   ; -   ; -   ; -   ; -   ; -   ;141;5601;0,060001761
15;PA;1507003;SANTO ANTÔNIO DO TAUÁ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PA0504054890;CV 0658/05;;;NÃO;;914.335,05;27.028,30;21/12/2005;2005;21/12/2005;21/12/2005;22/10/2010;NÃO;Não Executada;0;720.000,00;0;2;;900.000,00; -   ;914.335,05; -   ; -   ; -   ; -   ; -   ; -   ;1766;31918;nd
23;CE;2309706;PACATUBA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;CE0312050960;CV 0591/05;;;NÃO;;421.052,63;25.310,13;09/12/2005;2005;09/12/2005;09/12/2005;16/11/2009;NÃO;Não iniciada - Licitação não concluída;0;400.000,00;0;1;;400.000,00; -   ;421.052,63; -   ; -   ; -   ; -   ; -   ; -   ;1438;84554;0,418623322
33;RJ;3300902;CAMBUCI;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RJ2912032459;CV 0831/03;;;NÃO;;155.872,52;11.462,17;22/12/2003;2003;22/12/2003;22/12/2003;26/12/2010;NÃO;CONCLUÍDA;90;145.985,22;0;1;;159.951,00; -   ;155.872,52; -   ; -   ; -   ; -   ; -   ; -   ;2561;15514;nd
29;BA;2916104;ITAPARICA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;BA2707054000;CV 2140/05;;;NÃO;;1.289.896,40;91.092,40;19/12/2005;2005;19/12/2005;19/12/2005;13/02/2012;NÃO;Concluída com etapa útil e com pendência;74,88;990.000,00;0;1;;1.237.500,00; -   ;1.289.896,40; -   ; -   ; -   ; -   ; -   ; -   ;2247;22337;nd
35;SP;3501202;ÁLVARES FLORENCE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;SP1512095034;TC/PAC 0967/09;;;NÃO;;187.587,75;5.627,63;31/12/2009;2009;31/12/2009;31/12/2009;30/06/2013;NÃO;Encerrada sem etapa útil;0;90.980,06;1;0;24/11/2010;181.960,12; -   ;187.587,75; -   ;90.980,06; -   ; -   ; -   ; -   ;1277;3647;0,565144477
35;SP;3552551;SUZANÁPOLIS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;SP0106040220;CV 0909/04;;;NÃO;;82.901,55;4.687,23;25/06/2004;2004;25/06/2004;25/06/2004;23/08/2009;NÃO;CONCLUÍDA;100;79.013,32;0;1;;80.000,00; -   ;82.901,55; -   ; -   ; -   ; -   ; -   ; -   ;1885;4014;0,747186066
21;MA;2103752;DAVINÓPOLIS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MA1205091833;TC/PAC 0255/09;;;NÃO;;3.402.061,86;102.061,86;31/12/2009;2009;31/12/2009;31/12/2009;26/12/2015;NÃO;Encerrada sem etapa útil;0;990.000,00;1;1;02/07/2012;3.300.000,00; -   ;3.402.061,86; -   ;990.000,00; -   ; -   ; -   ; -   ;2186;12916;0,33523518
23;CE;2308005;MASSAPÊ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;CE0504138331;TC/PAC 0656/14;;;NÃO;;3.017.508,43; -   ;07/05/2014;2014;07/05/2014;07/05/2014;11/08/2023;SIM;Em execução;20;1.553.824,88;2;2;20/11/2018;3.107.649,78;1.553.824,90;3.017.508,43; -   ;621.529,95;932.294,93; -   ; -   ; -   ;3383;39044;0,230213515
41;PR;4118808;PEABIRU;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PR1412203306;CV 0931/20;24060/2020;907107/2020;SIM;RELATOR GERAL;1.010.000,00;10.000,00;31/12/2020;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Não iniciada - Licitação não concluída;0;50.000,00;1;4;17/03/2021;1.000.000,00;950.000,00;1.010.000,00;50.000,00; -   ; -   ; -   ; -   ; -   ;1095;14007;0,608674149
17;TO;1721000;PALMAS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;TO0304136324;TC/PAC 0255/14;;;NÃO;;3.706.043,99;1.017.099,23;28/05/2014;2014;28/05/2014;28/05/2014;01/04/2023;SIM;Não iniciada - Licitação não concluída;0; -   ;0;4;;537.788,94;537.788,94;3.706.043,99; -   ; -   ; -   ; -   ; -   ; -   ;3230;306296;0,736247593
17;TO;1721000;PALMAS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;TO0304136341;TC/PAC 0259/14;;;NÃO;;3.222.452,01;794.821,48;07/05/2014;2014;07/05/2014;07/05/2014;01/04/2023;SIM;Não iniciada - Licitação não concluída;0; -   ;0;4;;485.526,11;485.526,11;3.222.452,01; -   ; -   ; -   ; -   ; -   ; -   ;3251;306296;0,736247593
31;MG;3147600;PASSA QUATRO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG0404136932;TC/PAC 0367/14;;;NÃO;;12.236.389,45; -   ;07/05/2014;2014;07/05/2014;07/05/2014;02/04/2019;NÃO;Encerrada sem etapa útil;100;12.236.389,45;5;0;18/11/2016;12.236.389,45; -   ;12.236.389,45; -   ;2.447.254,10;3.670.916,84;3.670.916,84;2.447.301,67; -   ;1791;16393;0,715974545
42;SC;4218806;TURVO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;SC0304136438;TC/PAC 0428/14;;;NÃO;;4.941.347,63; -   ;07/05/2014;2014;07/05/2014;07/05/2014;31/03/2021;NÃO;Concluída com etapa útil e sem pendência;88,97;4.941.347,63;4;1;11/03/2016;4.941.347,63; -   ;4.941.347,63; -   ;988.269,53;1.482.404,28;1.482.404,28;988.269,54; -   ;2520;12990;0,81522657
22;PI;2203305;DEMERVAL LOBÃO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PI0312056190;CV 0717/05;;;NÃO;;507.000,00;15.480,00;19/12/2005;2005;19/12/2005;19/12/2005;20/05/2012;NÃO;Não Executada;0;250.000,00;0;1;;500.000,00; -   ;507.000,00; -   ; -   ; -   ; -   ; -   ; -   ;2344;13840;0,37530627
42;SC;4205407;FLORIANÓPOLIS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;SC2502043828;CV 1328/03;;;NÃO;;608.741,70;218.889,56;22/12/2003;2003;22/12/2003;22/12/2003;30/06/2012;NÃO;CONCLUÍDA;100;399.966,99;0;3;;400.000,00; -   ;608.741,70; -   ; -   ; -   ; -   ; -   ; -   ;3113;508826;0,726073784
29;BA;2925253;PONTO NOVO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;BA0504180647;CV 0632/18;39076/2018;864861/2018;SIM;RELATOR GERAL;5.000.000,00; -   ;01/07/2018;2018;01/07/2018;01/07/2018;01/06/2023;SIM;Não iniciada - Licitação não concluída;0;250.000,00;1;4;05/02/2019;1.000.000,00;750.000,00;5.000.000,00;250.000,00; -   ; -   ; -   ; -   ; -   ;1796;14819;0,642323235
52;GO;5204409;CAIAPÔNIA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;GO1507112632;TC/PAC 0091/11;;;NÃO;;8.009.135,93; -   ;21/12/2011;2011;21/12/2011;21/12/2011;21/12/2013;NÃO;CONCLUÍDA;97,7;8.009.135,92;4;0;02/10/2013;8.009.135,92; -   ;8.009.135,93; -   ;2.402.740,78;1.601.827,18;1.601.827,18;2.402.740,78; -   ;731;19107;0,744204881
31;MG;3100302;ABRE CAMPO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG0504138613;TC/PAC 0592/14;;;NÃO;;6.730.241,52; -   ;07/05/2014;2014;07/05/2014;07/05/2014;31/12/2023;SIM;Em execução - Reiniciada;63,6;5.384.193,22;3;1;15/05/2018;6.730.241,52;1.346.048,30;6.730.241,52; -   ;1.346.048,30;2.019.072,46;2.019.072,46; -   ; -   ;3525;13444;0,772816847
29;BA;2930808;SOUTO SOARES;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;BA2306066280;CV 0624/06;;;SIM;EDSON DUARTE;1.979.666,02;179.666,02;20/06/2006;2006;20/06/2006;20/06/2006;08/11/2008;NÃO;Concluída com etapa útil e sem pendência;100;1.800.000,00;3;1;09/11/2007;1.800.000,00; -   ;1.979.666,02; -   ; -   ; -   ; -   ; -   ; -   ;872;17050;0,387604069
52;GO;5213756;MONTIVIDIU;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;GO1602065550;CV 2847/05;;;NÃO;;1.545.000,00;60.500,00;28/12/2005;2005;28/12/2005;28/12/2005;28/06/2008;NÃO;CONCLUÍDA;100;1.500.000,00;0;2;;1.500.000,00; -   ;1.545.000,00; -   ; -   ; -   ; -   ; -   ; -   ;913;13672;0,748972589
31;MG;3120102;COUTO DE MAGALHÃES DE MINAS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG1211022550;CV 1361/02;;;NÃO;;83.500,00;6.879,78;19/12/2002;2002;19/12/2002;19/12/2002;19/12/2003;NÃO;CANCELADA;0; -   ;0;1;;-79.117,52; -   ;83.500,00; -   ; -   ; -   ; -   ; -   ; -   ;365;4423;0,478283119
26;PE;2610806;PEDRA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PE1611094328;TC/PAC 0667/09;;;NÃO;;2.075.000,00;75.000,00;31/12/2009;2009;31/12/2009;31/12/2009;26/12/2017;NÃO;Encerrada sem etapa útil;51;1.400.000,00;3;0;06/12/2012;2.000.000,00; -   ;2.075.000,00; -   ;800.000,00;600.000,00; -   ; -   ; -   ;2917;22668;0,255611143
41;PR;4128302;UNIFLOR;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PR0504138699;TC/PAC 0516/14;;;NÃO;;3.071.055,63; -   ;07/05/2014;2014;07/05/2014;07/05/2014;06/05/2023;SIM;Paralisada;28;1.535.527,81;2;2;30/12/2020;1.535.527,82;0,01;3.071.055,63; -   ;614.211,12;921.316,69; -   ; -   ; -   ;3286;2614;0,247917122
43;RS;4303608;CAMBARÁ DO SUL;SISTEMA DE ESGOTAMENTO SANITÁRIO RURAL;Esgoto;RS3012166675;CV 0699/16;39891/2016;842484/2016;SIM;COMISSAO DE ASSUNTOS SOCIAIS - CAS;500.000,00;7.500,00;30/12/2016;2016;30/12/2016;30/12/2016;31/12/2022;SIM;Não iniciada - Licitação não concluída;0; -   ;0;2;;492.500,00;492.500,00;500.000,00; -   ; -   ; -   ; -   ; -   ; -   ;2192;6406;0,606778957
43;RS;4322525;VALE VERDE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RS0504137983;TC/PAC 0572/14;;;NÃO;;4.044.563,81; -   ;07/05/2014;2014;07/05/2014;07/05/2014;07/05/2023;SIM;Não iniciada - Licitação não concluída;; -   ;0;4;;202.228,19;202.228,19;4.044.563,81; -   ; -   ; -   ; -   ; -   ; -   ;3287;3515;0,691387396
23;CE;2301851;BANABUIÚ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;CE2710025590;CV 0621/02;;;NÃO;;2.325.098,24;23.353,59;13/12/2002;2002;13/12/2002;13/12/2002;11/12/2004;NÃO;CANCELADA;0; -   ;0;1;; -   ; -   ;2.325.098,24; -   ; -   ; -   ; -   ; -   ; -   ;729;18256;0,362082472
21;MA;2112209;TIMON;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MA0208059500;CV 2296/05;;;NÃO;;3.199.600,00;250.000,00;16/12/2005;2005;16/12/2005;16/12/2005;11/03/2013;NÃO;EM EXECUÇÃO;19;2.400.000,00;0;1;;3.000.000,00; -   ;3.199.600,00; -   ; -   ; -   ; -   ; -   ; -   ;2642;170222;0,146071039
51;MT;5101704;BARRA DO BUGRES;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MT0303041360;CV 1254/03;;;NÃO;;431.955,34;24.010,24;22/12/2003;2003;22/12/2003;27/12/2003;21/06/2007;NÃO;CONCLUÍDA;100;419.801,94;0;1;;420.000,00; -   ;431.955,34; -   ; -   ; -   ; -   ; -   ; -   ;1272;35307;0,763987985
25;PB;2516300;SUMÉ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PB1711025427;CV 1230/02;;;NÃO;;1.003.883,08;10.406,43;17/12/2002;2002;17/12/2002;17/12/2002;21/03/2007;NÃO;Concluída com etapa útil e sem pendência;100;999.926,65;0;1;;999.926,65; -   ;1.003.883,08; -   ; -   ; -   ; -   ; -   ; -   ;1555;17031;0,615707652
43;RS;4313409;NOVO HAMBURGO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RS3006044844;CV 1064/04;;;NÃO;;2.505.805,75;561.120,20;01/07/2004;2004;01/07/2004;01/07/2004;25/11/2011;NÃO;Não Executada;0; -   ;0;2;;2.012.000,00; -   ;2.505.805,75; -   ; -   ; -   ; -   ; -   ; -   ;2703;247032;0,748845685
31;MG;3129103;GURINHATÃ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG3012074481;CV 0246/07;;;SIM;GILMAR MACHADO;100.516,04;3.022,52;31/12/2007;2007;31/12/2007;31/12/2007;05/06/2014;NÃO;Encerrada sem etapa útil;0;97.493,51;2;1;18/03/2014;100.000,00; -   ;100.516,04; -   ; -   ;48.746,76; -   ; -   ; -   ;2348;5577;0,562515601
42;SC;4212106;PALMITOS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;SC0705090722;TC/PAC 0085/09;;;NÃO;;4.790.423,60;890.423,60;31/12/2009;2009;31/12/2009;31/12/2009;31/12/2022;SIM;Paralisada;73;2.730.000,00;3;1;19/02/2016;3.900.000,00;1.170.000,00;4.790.423,60; -   ;1.170.000,00;780.000,00;780.000,00; -   ; -   ;4748;16157;0,893332011
25;PB;2512788;RIACHO DE SANTO ANTÔNIO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PB0305162466;CV 0105/16;12071/2016;831124/2016;SIM;PEDRO CUNHA LIMA;419.206,45;19.206,45;30/12/2016;2016;30/12/2016;30/12/2016;11/10/2022;SIM;Não iniciada - Licitação não concluída;0; -   ;0;2;;400.000,00;400.000,00;419.206,45; -   ; -   ; -   ; -   ; -   ; -   ;2111;1974;0,246357578
12;AC;1200708;XAPURI;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;AC1807069037;CV 0318/06;;;NÃO;;515.964,99;15.964,98;25/06/2006;2006;25/06/2006;25/06/2006;13/01/2010;NÃO;Não Executada;0;400.000,00;2;0;18/07/2007;500.000,00; -   ;515.964,99; -   ;200.000,00;200.000,00; -   ; -   ; -   ;1298;19596;0,451243257
12;AC;1200385;PLÁCIDO DE CASTRO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;AC3006052604;CV 2673/05;;;NÃO;;413.783,50;12.555,40;30/12/2005;2005;30/12/2005;30/12/2005;28/12/2009;NÃO;CONCLUÍDA;100;404.000,00;0;1;;404.000,00; -   ;413.783,50; -   ; -   ; -   ; -   ; -   ; -   ;1459;19955;0,188464045
31;MG;3143609;MORRO DA GARÇA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG0404137196;TC/PAC 0384/14;;;NÃO;;4.079.331,66; -   ;07/05/2014;2014;07/05/2014;07/05/2014;22/04/2019;NÃO;Concluída com etapa útil e sem pendência;100;4.079.331,66;4;0;26/12/2017;4.079.331,66; -   ;4.079.331,66; -   ;815.866,33;1.223.799,50;1.223.799,50;815.866,33; -   ;1811;2437;0,33865329
25;PB;2504009;CAMPINA GRANDE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PB1811021750;CV 1247/02;;;NÃO;;1.101.696,81;55.519,13;17/12/2002;2002;17/12/2002;17/12/2002;07/03/2008;NÃO;PARALISADA;0;632.917,53;0;1;;1.054.863,53; -   ;1.101.696,81; -   ; -   ; -   ; -   ; -   ; -   ;1907;411807;0,565165828
33;RJ;3305109;SÃO JOÃO DE MERITI;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RJ1602066072;CV 3003/05;;;NÃO;;3.960.000,00;400.000,00;30/12/2005;2005;30/12/2005;30/12/2005;05/12/2008;NÃO;CONCLUÍDA;100;3.600.000,00;0;1;;3.600.000,00; -   ;3.960.000,00; -   ; -   ; -   ; -   ; -   ; -   ;1071;472906;nd
24;RN;2405702;JARDIM DO SERIDÓ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RN0212023270;CV 0935/02;;;NÃO;;1.757.243,10;78.520,54;19/12/2002;2002;19/12/2002;19/12/2002;19/06/2004;NÃO;CANCELADA;0; -   ;0;1;; -   ; -   ;1.757.243,10; -   ; -   ; -   ; -   ; -   ; -   ;548;12396;0,33444042
42;SC;4209003;JOAÇABA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;SC2712073406;CV 1108/07;;;SIM;BANCADA DE SANTA CATARINA;644.330,47;19.330,46;31/12/2007;2007;31/12/2007;31/12/2007;31/12/2014;NÃO;CONCLUÍDA;95;555.044,29;2;1;25/07/2014;625.000,00; -   ;644.330,47; -   ; -   ;187.500,00;117.544,29; -   ; -   ;2557;30404;0,879765998
52;GO;5213087;MINAÇU;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;GO0207180951;CV 0930/18;55082/2018;873521/2018;SIM;RELATOR GERAL;3.000.000,00; -   ;31/12/2018;2018;31/12/2018;31/12/2018;30/06/2023;SIM;Não iniciada - Licitação não concluída;0; -   ;0;4;;600.000,00;600.000,00;3.000.000,00; -   ; -   ; -   ; -   ; -   ; -   ;1642;28793;0,514515117
31;MG;3119807;CÓRREGO DANTA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG2312035984;CV 0395/03;;;NÃO;;104.941,21;5.999,10;22/12/2003;2003;22/12/2003;22/12/2003;30/11/2007;NÃO;Encerrada sem etapa útil;95;99.992,11;0;1;;99.992,11; -   ;104.941,21; -   ; -   ; -   ; -   ; -   ; -   ;1439;3191;0,515162418
50;MS;5001102;AQUIDAUANA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MS1602065708;CV 2969/05;;;SIM;BANCADA DO MATO GROSSO SUL;270.899,99;21.026,99;30/12/2005;2005;30/12/2005;30/12/2005;05/05/2009;NÃO;CONCLUÍDA;100;258.000,00;0;1;;258.000,00; -   ;270.899,99; -   ; -   ; -   ; -   ; -   ; -   ;1222;48029;0,804413317
23;CE;2313302;TAUÁ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;CE3112074045;CV 1408/07;;;NÃO;;1.105.517,22;55.517,22;31/12/2007;2007;31/12/2007;31/12/2007;08/06/2014;NÃO;Concluída com etapa útil e com pendência;33,5;420.000,00;2;1;11/02/2011;1.050.000,00; -   ;1.105.517,22; -   ;420.000,00; -   ; -   ; -   ; -   ;2351;59062;0,367620987
43;RS;4300851;ARAMBARÉ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RS1507118366;TC/PAC 0123/12;;;NÃO;;3.495.560,29; -   ;29/03/2012;2012;29/03/2012;29/03/2012;01/04/2025;SIM;Não iniciada - Licitação não concluída;0;1.135.533,49;1;3;20/04/2012;3.370.641,92;2.235.108,43;3.495.560,29; -   ;1.135.533,49; -   ; -   ; -   ; -   ;4751;3562;0,561010818
31;MG;3113305;CARANGOLA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG0304136242;TC/PAC 0347/14;;;NÃO;;2.884.126,46; -   ;07/05/2014;2014;07/05/2014;07/05/2014;31/12/2022;SIM;Em execução;65;2.884.126,46;4;0;03/11/2020;2.884.126,46; -   ;2.884.126,46; -   ;576.825,29;865.237,94;865.237,94;576.825,29; -   ;3160;33011;0,436346536
41;PR;4106902;CURITIBA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PR2703135794;TC/PAC 0206/14;;;NÃO;;4.013.786,27; -   ;04/11/2014;2014;04/11/2014;04/11/2014;26/06/2023;SIM;Em execução;84;3.433.441,79;3;1;04/03/2020;4.291.802,25;858.360,46;4.013.786,27; -   ;858.360,45;1.287.540,67;1.287.540,67; -   ; -   ;3156;1948626;0,817562186
